,Video title,Comments
5860,Don't Buy My Course..,"Dude I literally binge watched almost all your videos. Thank you so much for providing invaluable and informative information to the general public. I felt that this channel is especially invaluable with those who do not have the ability to attend a higher level institution. This channel clearly and concisely shows all the necessary steps and procedures to succeed in this field, which I greatly admire and appreciate. You're an actual legend, keep up the amazing work."
5861,Don't Buy My Course..,"Love your honesty, those who save money because of this video will appreciate you a lot"
5862,Don't Buy My Course..,Bought and video commented 👍🏻😂😎
5863,Don't Buy My Course..,"this guy is such a great lad, he's an inspiration for me at this point."
5864,Don't Buy My Course..,"Production quality 💯💯 Camera, mix, editing, speaking everything!! So much growth haha"
5865,Don't Buy My Course..,Always be plugging! You have a great ethos from reading your comments (and what I think of you). Highlighting that your free content is already a great substitute is a great point to build trust. We support you!!
5866,Don't Buy My Course..,"2:10  haha wow.

Great Video Man."
5867,Don't Buy My Course..,Is anyone else going to get the course just hear Ken's voice?? 🙋🏿‍♂️
5868,Don't Buy My Course..,"🤔 I bought the course after watching a ""Don't Buy My Course.."" video"
5869,Don't Buy My Course..,"why don't you come live for solving any data science case study so that we can code and solve along with you the case problems and learn from your approach? I and my friends would love you to watch that, if possible for you. By the way, watched and loved your every content"
5870,Don't Buy My Course..,"you are very honest person in giving opinion, thanks"
5871,Don't Buy My Course..,udemy courses are really affordable. my first intro to machine learning is via udemy. the good thing is that you can get answer of the questions. which is not in youtube
5872,Don't Buy My Course..,That is so honest and cool of course :)
5873,Don't Buy My Course..,"In an environment where people just market their products without considering its actual value, there are a very few people who open up like this and be honest to their target audience. Ethics is very important!
Thank you for the awesome content as always! :)"
5874,Don't Buy My Course..,damn ken i sooo humble man. love him.
5875,Don't Buy My Course..,"Do you think this course can be done in a day, like 6 - 8 hours in total? Also, do you go through an in-depth analysis about python or is it just rudimentary information about python? I want to get better at my python skills."
5876,Don't Buy My Course..,"What a great clickbait title, I like it :D"
5877,Don't Buy My Course..,"I haven't seen such honest personality in my life, who is thinking about people not about own 
Really appreciated your efforts
I wish your all dreams come true !!!!!👍"
5878,Don't Buy My Course..,"I rarely leave comments on videos, but as someone working towards landing my first DS job, I’ve found your content and channel extremely valuable. I also appreciate your candor and transparency."
5879,Don't Buy My Course..,"My college is sponsoring all courses on Coursera till end of September and I'm completing courses and their assignments for about 6-8hrs a day. I have so many personal projects in mind which I wanna do but I'm not able to decide should I stop taking those courses and just do my projects instead? I'm learning new stuff all the time through those courses and they great. Currently completing the 'Applied Data Science with Python Specialization' and I plan on doing the Deep Learning Specialization after completing this one, what do you think I should do? Thanks for reading till the end."
5880,Don't Buy My Course..,I think we all would agree with that 7:31 😆Is that a Joby tripod I see in the background?  Awesome gear 😃
5881,Don't Buy My Course..,"Telling these things on youtube honestly is a big task.
Thank you for guiding us sir"
5882,Don't Buy My Course..,"Ken, Thank you for your honesty and authentic interest to share the joy of your profession.  I will continue to watch your videos to determine my next steps. Keep up your great work!"
5883,Don't Buy My Course..,will you provide certificate? how do you compare coursea vs 365datascience?
5884,Don't Buy My Course..,Nice work on the logo!
5885,Don't Buy My Course..,"You're honesty/believability is is one of your strongest assets for this channel. Obviously, aside from your knowledge on the subject."
5886,Don't Buy My Course..,"Bro if it wasn't for your content I wouldn't have a clue on how to break into DS. Without it I'd be completely lost, especially when it comes to sports analytics. I'll definitely be checking out your course. Thanks man"
5887,Don't Buy My Course..,Master Ken jee course is thing that can actually help student. By paying little amount  for course student actually value the course more. ❤️ Soon will join ur course 🤠
5888,Don't Buy My Course..,"Hey Ken, surely gonna check out your course! Could you also do a course specifically for sports analytics??

Cheers!"
5889,Don't Buy My Course..,"Ken : ""Don't tell Udemy...""
Also Ken : Uploads the video on YouTube where anyone can see it...
(loved your honesty btw ken)❣️"
5890,Don't Buy My Course..,Ken is slowly turning into my favourite YouTuber. Thank you so much for your awesome content. Lots of love from 🇳🇬🇳🇬
5891,Don't Buy My Course..,"This man is immensely underrated. You are awesome, Ken."
5892,Don't Buy My Course..,"Hey Ken,
to be honest, I (sort of) knew that you were working with 365,
but I didn't know that you created an entire course for this.
It is very good to see that you really try to create as much value as possible!
I think this course will really benefit a lot of people.


Btw: If a hypothetical person would be in the hypothetical position that they already have their portfolio set up and
basically only want to lern about how to network in this field and get their foot into the door,
especially for more of a machine learning engineering, rather than DS role, do you think this course would be a good fit?
( Maybe I'll buy it anyway tho, just to support you ;) )"
5893,Don't Buy My Course..,Love your channel and your honesty. You're an inspiration. ALLAH BLESS YOU
5894,Don't Buy My Course..,"I plan on buying this just to support you for all the information you've given me, not just related to data science but the way you really break down the ins and outs of the day to day data science processes.  You have impacted so many people and will continue to do so (hopefully) for a long time."
5895,Don't Buy My Course..,"Is it worth it to Learn C as someone who knows R , is familiar with Java and Python. currently I am focusing on Python."
5896,Don't Buy My Course..,I've always appreciated your honesty from day 1 and it's one of the reasons why I love watching your videos! 😄
5897,Don't Buy My Course..,Such an honest review! 🔥
5898,Don't Buy My Course..,"If you do feel that my course may be a good fit for you, these are the places where you can find it:
365 Data Science - Courses ( 57% Annual Discount): https://365datascience.pxf.io/P0jbBY
Udemy (Just my course): https://www.udemy.com/course/how-to-start-a-career-in-data-science/?referralCode=62D60958ED4D86A09314"
5899,The 5 Pillars of Success I Live By,"Interesting insights Ken.
Good habits, positive mindset, self accountability and focus can lead to great feat in any field."
5900,The 5 Pillars of Success I Live By,"You have worked hard on handwriting.  Another great video , you touched all the important aspects of being successful. Thanks for video."
5901,The 5 Pillars of Success I Live By,"Hi Ken, helpful video as always, thank you! One thing I wanted to touch on was the example around 4:00 about weight loss. Generally, going from fewer skills to more skills is desirable, but going from ""fat"" aka something negative to ""skinny"" aka an admirable goal...just isn't universal, and it can be unhelpful to present it as such. A more constructive way to present this example could be about taking care of one's health, whatever that looks like for different people. It's my impression that Data Science as a field is trying to be more inclusive, and I believe weight inclusivity needs to be part of that. Thanks for reading if you did!"
5902,The 5 Pillars of Success I Live By,"Idk why I missed this video... I'm just trying to sort my activities and learning plan for this month and the 66daysofdata challenge but I didn't knew where to start, this was really helpful because my mind was all over the place haha"
5903,The 5 Pillars of Success I Live By,Thanks for insights. Lastly my motivation to learn data science dropped. Content like that helps me to motivate myself.
5904,The 5 Pillars of Success I Live By,Eyyy Chikna :*
5905,The 5 Pillars of Success I Live By,Excellent
5906,The 5 Pillars of Success I Live By,Thanks for your inspiring tips
5907,The 5 Pillars of Success I Live By,"Another great video, Ken! Thank you for the inspiration!"
5908,The 5 Pillars of Success I Live By,I discovered your channel a few hours ago and I've been binge watching a lot of them. I wish I can give this video a double thumbs up when I saw that bag of golden island jerky in the background!!!
5909,The 5 Pillars of Success I Live By,"Thank you Ken for creating this video. Simple rules and defining what these rules are a great way to start. 
I am also starting my data science journey and found this motivating and helpful."
5910,The 5 Pillars of Success I Live By,"this speech is explanatory, meaningful, and consistent. good video!"
5911,The 5 Pillars of Success I Live By,This video made me subscribe. Thanks for the content! Keep it up!
5912,The 5 Pillars of Success I Live By,"I love this.  I read Atomic Habits earlier this year and it inspired me to add more structure to my life.  If I'm being honest, some of my habits have stuck better than others.  Do you struggle with this and how do you tackle it?  Thanks!"
5913,The 5 Pillars of Success I Live By,good stuff. One question: what about restoration/renewal? We aren't machines. We need to cycle though and schedule rest also.
5914,The 5 Pillars of Success I Live By,I’m new to your channel and loved this video. Thanks for posting these tips!
5915,The 5 Pillars of Success I Live By,👌
5916,The 5 Pillars of Success I Live By,"Great advise Ken, thank you for sharing!"
5917,The 5 Pillars of Success I Live By,Man that’s goofy. You’re the first person other than me that I’ve seen that likes that specific Korean Barbeque jerky. 4:02 when you’re making the smoothie
5918,The 5 Pillars of Success I Live By,You look like shaved Gilfoyle tbh
5919,The 5 Pillars of Success I Live By,"Guys also checkout deepwork by cal newpot
You will be fascinated reading that"
5920,The 5 Pillars of Success I Live By,I think I'm going to watch this when I wake up every day for a couple weeks
5921,The 5 Pillars of Success I Live By,Why don't you use ig ken???? I wish I could follow you😣🥺
5922,The 5 Pillars of Success I Live By,Love you bro. Thanks a lot for these videos!
5923,The 5 Pillars of Success I Live By,Love the content
5924,The 5 Pillars of Success I Live By,Ken thanks a lot and wanted to ask you what can I do next after completing python
5925,The 5 Pillars of Success I Live By,4 disciplines and atomic habits are amazing books!
5926,The 5 Pillars of Success I Live By,"Hey ken,
I resonated very closely with you on the last point of 'focusing on one imp thing' as for a couple of months i was learning data analytics (sql/tableau/excel etc) and ml and dl(Nlp/Cv) all at same time and was going nowhere even after putting atleast 10hrs everyday. This last point made me realize how important it is to focus on one thing at time. Now i'm going to start with data analytics,find a job and build up from there.
Again,thanks Ken"
5927,The 5 Pillars of Success I Live By,"Wow...look at those handwritten checklists / notes...the clocks with different time zones...amazing..
Thanks ken for this video, what worked for me is spirituality (Yes I am an Indian), its just enjoying the present moment, and being in the present, that's it....You can't describe in words what sprirtuality does to you, but its just watching the things happening around you, and not being affected by them ( Karma Yoga as it is written in Bhagwat Geeta)"
5928,The 5 Pillars of Success I Live By,"Hi Ken, nice video. I really liked the last tip, I've been concious that focusing on one thing could bring in way more results than juggling too may at once. However, I have this irrational fear that I'll lose out on time I could be using to do all of those other things, which is why everything is always top of the priority list."
5929,The 5 Pillars of Success I Live By,The timing couldn't have been any better on this video. Really truly thank you.
5930,The 5 Pillars of Success I Live By,YouTube=strangers! Haha. Great video never would I expect jump roping in a data science video!
5931,The 5 Pillars of Success I Live By,There are so many gems in this video! Please make more videos like these ❤️
5932,The 5 Pillars of Success I Live By,"This video was very inspirational in terms of how I can measure my personal success. The pillar of celebrating your successes really spoke to me because I'm in the midst of interviews for internships and after passing some of the initial rounds, I shared my hard work with my supportive friends and this motivated me to study even harder for the final rounds of those interviews. Thanks for the motivational content as always :'))"
5933,The 5 Pillars of Success I Live By,awesome stuff here Ken
5934,The 5 Pillars of Success I Live By,"Hi Ken.  Thanks for the videos.  I have been watching for a while and just went back to school this fall.   Motivation has been a struggle and this video is right on point for me.   Your pillars help me realign and rethink my approach to school, day job and child also going to school from home!
I have been a data guy for years and figured it is time to “formalize” by background and experience with a degree.  Appreciate your sharing and keep up to solid work!"
5935,The 5 Pillars of Success I Live By,great content as always ! Thanks man.
5936,The 5 Pillars of Success I Live By,Great content
5937,The 5 Pillars of Success I Live By,"""Narrowing the scope of things I am trying to learn"" is great advise...another great video !

I learned this the hard way after spending months jumping on to follow every tutorial related to data science I could find on youtube - statistics, data analysis, data visualization, deep learning...etc. It was very overwhelming and didn't do much for my confidence as a beginner.

 I think it was one of Krish Naik's video called ""How To Learn Data Science Smartly?"" that saved me where he explains why we shouldn't try  to learn each aspect of data science separately, but rather find some data science projects and learn different topics with context by reverse engineering."
5938,The 5 Pillars of Success I Live By,"It is awesome and very motivating to see how you evolved so drastically!
Thank you a lot for sharing this;
about three years ago I also was mostly unproductive and did not get a lot of stuff done.
I have been continually trying to make small improvements and I have gotten a long way (but I still have an even longer way to go, of course!)

I really paused for a moment when you talked about the aspect of focus. I have been guilty in the past of trying to do 20 different things at the same time and as a result I have experienced dissatisfaction with the outcomes. I will try to narrow my goals down in the future and only focus on one (or very few) different things at a time.

When you said, that you don't think you have come far, I wanted to add one detail. I don't remember exactly where I have this ""way of thinking"" from, but it was very inspiring to me.
Even if you (as in ""you"" personally) do not feel that you have achieved ""that"" much, it can be motivating to think of people as a network in general. When someone focuses on their own success, they might see that they have done ""average"" or ""somewhat well"", but maybe their actions have affected someone else. And that person affects someone else (else). So while I know the feeling of always trying to achieve more and always wanting to be as successful as possible, I can definitely say that through your channel you have reached a lot of people. And maybe you have influenced 1% or 5% or even more of those people to do something. And maybe those 5% have influenced their own 5% and so on. 
I know for a fact that you have influenced me for the better and motivated me to start actively trying 66daysofdata and becoming more interested in habit building. So I wanted to say thank you, from me, and for everyone else you influenced at least a little bit. You're awesome! :)"
5939,The 5 Pillars of Success I Live By,one thing i started a few days ago and has helped me a lot is I write down goal for my next day and accomplish atleast one thing early in the morning. this gives me a headstart and once i start the process of completing my goals it becomes significantly easier to fulfill them.
5940,The 5 Pillars of Success I Live By,Can you Make a Video About writing an article(like medium)? How to Start and How to Write Useful Content with good edit and format.
5941,The 5 Pillars of Success I Live By,"I swear some of the things you said reminded of some of the books you mention:

1. the importance of habits and 2. identity -> Those two go hand in hand together and, one best way to describe oneself is by what we do on a consistant basis. Hence if you can chance your habits, you can chance your identity. 
The growth mindset has been cited in many different book tough I have ""7 habits of highly successful people"". 

Motivation clearly sucks as a base strategy, since it's volatile. Don't get me wrong, it's good to have sometimes, but view it rather as a very good friend who has MANY friends, always willing to help, giving a lot of it when it can ... but who can't really always be there on account of having so many people to help .... Motivation is VERY popular these days if you catch my meaning ;)

Another thing about identity and accounting, and something I've talked about before, is to give yourself proof of what you've accomplished so far and what you are doing right now ... and a bullet journal, for this and feedback (since ppl won't always be there to give it to you) ... this is perfect for this. Make sure to add the proper tracker to it.

And when you feel one of those tracker, that's what Ken Jee here said about about fist pumping and being proud of yourself ... yep, it's very to do that with a tracker and a bullet journal. I can't tell you how many ""YES!!"" I've shouted when marking one ;)

PS:
#66daysofdata
If you watch that video with the intent of applying the advice here to your #66daysofdata ... you might be doing more than 66 of them, and good days they might be just saying ;) (I assume this should count for your challenge in that case). :)
PS2:
Haven't told you that before, but it seems we have something in common! -> https://www.youtube.com/watch?v=TnqZl_blT7E :P"
5942,The 5 Pillars of Success I Live By,i think ken is transitioning into a film maker  more so than a data scientist :)
5943,The 5 Pillars of Success I Live By,Why those three clocks have three different time showing?
5944,The 5 Pillars of Success I Live By,"Thanks for the video. My energy has been really zapped the last month from depression and sometimes I just need a little re-frame of my mindset. Last night was the first time I opened up some coding learning material. Thanks, Mr. Jee."
5945,The 5 Pillars of Success I Live By,"... My main takeaways were you also enjoy Golden Island Jerky and we're the same age. ;)

Just kidding. Great video and consistent with a lot of things that I've read on self improvement. :D"
5946,The 5 Pillars of Success I Live By,"Thanks for watching everyone! I hope this video helps you on your #66DaysOfDataChallenge!
Books:
Atomic Habits: https://amzn.to/2GQSoPz
Tiny Habits: https://amzn.to/2ZrYhca
The Power of Habit: https://amzn.to/2ZpUwUE
Psychocybernetics: https://amzn.to/3bN6PPQ
4 Disciplines of Execution: https://amzn.to/3hkLMWb
Awaken the Giant Within: https://amzn.to/2ZucR31
The One Thing: https://amzn.to/2ZoRQGP
*These are all affiliate links. I earn a small commission if you buy through them at no additional cost to you! Thanks!"
5947,The 5 Pillars of Success I Live By,"Great video ! Thank you Ken , super helpful I'll be checking these books out !"
5948,The 5 Pillars of Success I Live By,"Intrigued by the thumbnail, but stayed for the thoughtful tips. Accountability explained simply, letting others down is a lot scarier than letting yourself down! Also the editing game is getting upped :)"
5949,The 5 Pillars of Success I Live By,3:14 the fence on the left looks slightly surprised
5950,The 5 Pillars of Success I Live By,"This is an awesome motivational video Ken! Thanks for sharing your 5 pillars of success. For me, learning to say ‘no’ can work wonders, to give back time that I could use to be productive and take me a step closer toward reaching life’s goals. As Jim Rohn puts it, “Time is more valuable than money. You can get more money, but you cannot get more time.”"
5951,The 5 Pillars of Success I Live By,"It's inspiring and motivating, Ken
Thank you so much."
5952,The 5 Pillars of Success I Live By,You Are an Inspiration. Keep Going . Much Love.
5953,The 5 Pillars of Success I Live By,"Exactly the thing that I needed 
Thanks Ken 
I started #66days project with you but I couldn't do it regularly this helps a lot 👍"
5954,The 5 Pillars of Success I Live By,thanks for motivating me to study data science along with my college
5955,The 5 Pillars of Success I Live By,Pecs of peace
5956,The 5 Pillars of Success I Live By,Please make more videos like this.
5957,The 5 Pillars of Success I Live By,I did all of these to move forward...domino's over too many plates..not to say that each domino has up to 4 facets....but dominos!
5958,The 5 Pillars of Success I Live By,"Really this motivates me to keep going , Thank you ken  :)"
5959,The 5 Pillars of Success I Live By,Noice video as always
5960,The 5 Pillars of Success I Live By,Very good content i see you from Argentina
5961,The 5 Pillars of Success I Live By,Beautiful and motivating.
5962,The 5 Pillars of Success I Live By,Hey could you please get back to me on discord?
5963,We Need to Talk About The LinkedIn Machine Learning Assessment.,My only complaint might be that they made it too easy and the value of the cert might not be that high.
5964,We Need to Talk About The LinkedIn Machine Learning Assessment.,I think with ML I've had to deal with writing testing protocols for evaluating multiple kinds of protocols. That seems to be something that a lot of online courses miss
5965,We Need to Talk About The LinkedIn Machine Learning Assessment.,I agree with everything said in this video! Nice to see new content from you in the new year.
5966,We Need to Talk About The LinkedIn Machine Learning Assessment.,Great Video
5967,We Need to Talk About The LinkedIn Machine Learning Assessment.,"My immediate reaction was ""how do I know 90% of people aren't cheating on this"" and that discouraged me from taking it."
5968,We Need to Talk About The LinkedIn Machine Learning Assessment.,"One friend who’s a principal ML engineer at Kopernikus automotive told me that the best way to show your skills in ML is to have projects, products or contributing to open source.

No badges or certificates will replace that."
5969,We Need to Talk About The LinkedIn Machine Learning Assessment.,"I was initially excited by the ML assessment, doubly so when I scored in the top 5%,  but the second that excitement wore off I realized that the assessment was too weak to mean anything. Almost as confirmation of this, a friend of mine who doesn't do Data Science or ML passed it on a whim (he then proceeded to score in the top 5% of 4 or 5 other CS related assessments). Certifications need to be *hard* in order to carry any weight, a lesson many people seem extremely reluctant to learn."
5970,We Need to Talk About The LinkedIn Machine Learning Assessment.,LinkedIn clout chaser badges
5971,We Need to Talk About The LinkedIn Machine Learning Assessment.,Thanks for sharing your thoughts on the assessment.
5972,We Need to Talk About The LinkedIn Machine Learning Assessment.,I give you FIVE STAR for this video . I agree with what you have said. For Corp HR who put such  rocky assessment management to do such idea in the first place. Then the question why we say degree in college or certification in boot camp created by pro in the field and not HR clerks in a corporate. Thanks.
5973,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Yea. I agree about your thoughts on the credibility of this assessment. But even as a business leader, I cannot imagine this helps either. Business leaders should understand how Machine Learning can affect their products, services, and branding. I cannot imagine that knowing what the nearest point in a K-nearest neighbor algorithm matters at all to them."
5974,We Need to Talk About The LinkedIn Machine Learning Assessment.,I like LinkedIn but had no idea they had an ML assessment. Thanks for sharing!
5975,We Need to Talk About The LinkedIn Machine Learning Assessment.,"True, I have one and you're right."
5976,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Ken, Thank you for the video. I believe LinkedIn's Job Search algorithm is more optimized if one has the preferred skill badge. It helps the user find relevant companies rather than help companies find skilled applicants. Let me know if you agree. Thank you again for your videos. I really enjoy them."
5977,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Completely agree, I took this assessment applying for jobs this year, but it doesn't provide any value for people taking it or people hiring!"
5978,We Need to Talk About The LinkedIn Machine Learning Assessment.,"I did not use Google for the this assessment and got top 15%, which is great IMO.

But I do agree that terminology-based quick test is not really proof of any real-world DS/ML skill."
5979,We Need to Talk About The LinkedIn Machine Learning Assessment.,Assessments don't matter if no one else cares
5980,We Need to Talk About The LinkedIn Machine Learning Assessment.,WOWZER!
5981,We Need to Talk About The LinkedIn Machine Learning Assessment.,"From my perspective these assessments are more for candidates than for employers. You can take test and compare your result with others. 
The questions are interesting and not trivial, about algorithms, theory, different methods. Why not. I think that coding skill is secondary."
5982,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Thanks. Your video will save many people's time. 
I wonder what will happen if your video is shared on LinkedIn lol"
5983,We Need to Talk About The LinkedIn Machine Learning Assessment.,"So I took this on two accounts (my main account and my burner account). The one on my main account I took without cheating and I was curious to see how I'd do. I took it almost exactly one year ago today (apparently, I took it on 1/5/21) and I passed and it's on my profile because I got in that top 30%. When I got hired and throughout all of my interviews, it literally never came up. Not once. Nobody was like, ""hey, we noticed this on your profile."" They saw my math undergrad degree, my stats grad degree I was finishing, my research, and work experience. 

On my main burner account, I took it to see if it's possible to cheat all the answers and it's super easy. I could give this to my sister who hates anything related to math/stats/programming, and if she googled all the questions she'd pass and get it on her profile. Definitely useless as an assessment. Nice video homie."
5984,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Hi Ken, have taken the Machine Learning assessment and passed but I never saw true value in the assessment."
5985,We Need to Talk About The LinkedIn Machine Learning Assessment.,"I've always regarded LinkedIn assessments as ""fluff."""
5986,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Good points.  I do think maybe this cert could show that a manager knows what various ML terms mean, but that's about it."
5987,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Ken, hear me out on this one... The people NEED a ""Ken Jee Approved for Data Science Assessment"" on LinkedIn!

Now that's an assessment I (and others... I think...) would take!!!"
5988,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Hey Ken! Great video! I haven’t taken the ML assessment, but did take Python and SQL quizzes. Passed both, but I believe companies shouldn’t put significant weight on LinkedIn badges. Specifically, Python and SQL assessments tested very specific knowledge that aren’t necessarily useful to me in my projects. My criticism is based on the assumption that these assessments are designed for testing someone if they are qualified to worked at LinkedIn. With that, it is a great idea if LinkedIn can add a feature for one to display their projects. After all, experience comes from practice, no :)"
5989,We Need to Talk About The LinkedIn Machine Learning Assessment.,"I completely agree. I was nervous to take the ML assessment and assumed that, if anything, my first try would just help prepare me for what specifically to study more before retaking (because with only 15 questions, how would ML ""in general"" be covered?) Needless to say I was shocked at how basic the assessment was (and also how poorly it represented ML concepts). The vast majority of the questions I got addressed the bias-variance tradeoff... and there were a couple of terminology questions if I remember correctly. I don't think you were overly critical at all. I think you gave some great suggestions on alternative approaches that would help tech people better showcase their skills and I'd love to see LinkedIn implement some of your ideas!"
5990,We Need to Talk About The LinkedIn Machine Learning Assessment.,I really like this video as I'm a student transitioning to data science from civil engineering and even their assessments on other software are more so to identify where things are (interface-wise) rather than applications. I guess LinkedIn could partner up with software&database companies to create courses/challenges that are part of the application process. I personally enjoyed the MATLAB machine learning on-ramp and would like to hear your thoughts on it!
5991,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Ultimately the two factors are: the quality of the assessment and how well particular assessments are trusted and utilized by companies. (A third might be whether a particular assessment is relevant to a particular job. Evaluating someone for a starting position versus a senior position are two slightly different things.)

Google's own assessments might be fine for evaluating potential candidates for themselves or possibly other FAANG (. . . . or should that now be MAANG?) company, but is the level of expectations and requirements the same across the board for any company?

Assessments, certifications, diplomas, work experience, etc all have as much or as little weight on a resume as a particular recruiter / hiring manager applies to them."
5992,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Ken, if you've got to kiss Linkedin's ass on their crappier aspects to be a Top Voice, then we're both screwed... 🤣"
5993,We Need to Talk About The LinkedIn Machine Learning Assessment.,"LinedIn will never hire anyone based on such assessments. I guarantee if you create a fake name, resume, take the assessment and then apply to LinkedIn for a machine learning engineer position with the company. Report on the outcome, Ken."
5994,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Happy New Years Ken, first I had not heard of it, maybe I am reading this wrong, I have put considerable time into learning Data Science, which takes years not a few questions. I still  am not where I want to be, but at least I know where I am going.  You want to people to know your stuff then participate in Kaggle. Like you I like LinkedIn, but they really can do better."
5995,We Need to Talk About The LinkedIn Machine Learning Assessment.,"I think overall, the assessments may not necessarily be a solid indicator because I could just have a second screen to google ASAP. Haha I did that for a few. Also true it would be great if you can endorse AND comment to showcase why or how someone has used a given skill."
5996,We Need to Talk About The LinkedIn Machine Learning Assessment.,I haven’t taken any Linkedin assessments exactly because of this reason
5997,We Need to Talk About The LinkedIn Machine Learning Assessment.,You are 100% correct Ken. From a this kind of assessment taking there is no value for a data science learner to improve his/her skills and no value for recruiters as well. As a learner I tried that test and only had a small enjoyment for publishing and completing some task related to data science. For true skills development or recruiting processes it doesn't give any value. ♥️
5998,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Yes, I was initially impacted by these free certification... It's a bad trap in these days... We must instantly get out of it and must empower ourselves with recognising the resources which are really valuable to learn."
5999,We Need to Talk About The LinkedIn Machine Learning Assessment.,I don't think I like *any* of the LinkedIn badges... I agree fully
6000,We Need to Talk About The LinkedIn Machine Learning Assessment.,Appreciate the honest feedback Ken!
6001,We Need to Talk About The LinkedIn Machine Learning Assessment.,"You might have lost your chance to be selected as Top LinkedIn Voice for 2021, but you have something infinitesimally better and more important, integrity. 
#theworldneedslesssellouts."
6002,We Need to Talk About The LinkedIn Machine Learning Assessment.,"I am commenting again because idk where my comment went
so when I first gave the ML test I passed it with flying colors but then my friend told me about this github repo that has all the answers to different linkedin assessments which made me kind of sad because that meant the assessment isn't worth much lol"
6003,We Need to Talk About The LinkedIn Machine Learning Assessment.,Thanks. I'm not even going to try LinkedIn learning
6004,We Need to Talk About The LinkedIn Machine Learning Assessment.,I agree with you Ken. I haven't heard about it before and surely wasn't expecting this from LinkedIn. They should be checking practical knowledge of people considering the type of platform it is. Really poor from their side.
6005,We Need to Talk About The LinkedIn Machine Learning Assessment.,I love LinkedIn also and really enjoyed your constructive feedbacks. I agree that the ML assessment is really superficial and does not critically assess one's ML skill sets.
6006,We Need to Talk About The LinkedIn Machine Learning Assessment.,"Do employers even care about these ""assessments""? They don't even care about MOOC's which take up a lot more time and effort. A lot of the places I applied to made me do shitty assessments like these. One tested me on super niche Python features like wtf."
6007,We Need to Talk About The LinkedIn Machine Learning Assessment.,I did the R assessment a while back. The questions were not very relevant to my experience. It might be better now.
6008,We Need to Talk About The LinkedIn Machine Learning Assessment.,Took it and got the badge
6009,We Need to Talk About The LinkedIn Machine Learning Assessment.,"LinkedIn has been game changer for many people and also me but I agree that linkedin has pros and cons and i think there assesment is not something we should relive on 💯.

And I totally agree with Ken that badges and Certificate won't get you job 🙌"
6010,We Need to Talk About The LinkedIn Machine Learning Assessment.,Ken sensei restoring my self-esteem after closing the R assessment halfway Haha .. If it wasn't titled R assessment I wouldn't have known it was for R lol
6011,We Need to Talk About The LinkedIn Machine Learning Assessment.,I have taken the python and Machine learning assessment and passed it both. But I don't think it is kind of up to the mark assessment of skills. May be we can named it test flight rather than actual assessment.
6012,We Need to Talk About The LinkedIn Machine Learning Assessment.,"It's just not data science assessment, all other assessments are same."
6013,We Need to Talk About The LinkedIn Machine Learning Assessment.,Spot on !
6014,We Need to Talk About The LinkedIn Machine Learning Assessment.,I took it. I passed it. I passed a bunch of other assessments. The Python one for example and they're all pretty bad.
6015,We Need to Talk About The LinkedIn Machine Learning Assessment.,I’ve taken the assessment and got the badge. I think it’a rubbish! I don’t think employers even look at this!
6016,We Need to Talk About The LinkedIn Machine Learning Assessment.,Terminology is pretty silly I feel like. Business Value > Everything
6017,We Need to Talk About The LinkedIn Machine Learning Assessment.,LinkedIn is so great at some things and so bad at other things.
6018,We Need to Talk About The LinkedIn Machine Learning Assessment.,First like 🥳🥳🥳
6019,We Need to Talk About The LinkedIn Machine Learning Assessment.,Thanks for watching everyone! Let me know how you feel about this assessment below? Was I overly critical?
6020,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Hey Ken! I am almost finishing my university degreed in market research & marketing and I am going to focus in data science/data engineering. Currently my friends are telling me to buy a M1 Macbook but I am not sure about compatibilities with OSX and I am not familiarised with Macs (I have always being a Windows user). Do you think it is a good idea or is it better to stick with this Zbooks or any other similar Windows laptop?
6021,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),Can you review the new Z desktops for data science?
6022,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),How can we become one?
6023,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),"I think it is about this laptop you were talking about in yt leaderboard video, thankfully I have found your channel early enough to get a chance of winning this and this motivates me even more to pursue data science as I will be able to watch your videos then and maybe win this amazing laptop as a byproduct alongside the knowledge I will gain studying data science"
6024,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),The StatQuest gear... yaaaaassss.
6025,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),That's cool machine
